show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre
s871,Movie,Hocus Pocus,Kenny Ortega,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",United States,"November 12, 2019",1993,PG,96 min,"Comedy, Family, Fantasy"
s872,Movie,Home on the Range,"Will Finn, John Sanford","Roseanne Barr, Judi Dench, Jennifer Tilly, Steve Buscemi, G.W. Bailey, Cuba Gooding Jr.",United States,"November 12, 2019",2004,PG,82 min,"Animation, Comedy, Family"
s873,Movie,"Honey, I Blew Up the Kid",Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",United States,"November 12, 2019",1992,PG,90 min,"Comedy, Family, Science Fiction"
s874,Movie,"Honey, I Shrunk the Kids",Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland, Thomas Brown, Jared Rushton","United States, Mexico","November 12, 2019",1989,PG,94 min,"Action-Adventure, Comedy, Family"
s875,Movie,"Honey, We Shrunk Ourselves",Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",United States,"November 12, 2019",1997,PG,76 min,"Action-Adventure, Comedy, Fantasy"
s876,Movie,Horse Sense,Greg Beeman,"Joey Lawrence, Andy Lawrence, Susan Walters, M.C. Gainey, Leann Hunley, Robin Thomas",United States,"November 12, 2019",1999,TV-G,92 min,"Coming of Age, Drama"
s877,TV Show,Hostile Planet,,Bear Grylls,United States,"November 12, 2019",2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival"
s878,Movie,Hounded,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",United States,"November 12, 2019",2001,TV-G,92 min,"Animals & Nature, Comedy, Coming of Age"
s879,Movie,How Dogs Got Their Shapes,,Jake Robards,United States,"November 12, 2019",2016,TV-PG,44 min,"Animals & Nature, Documentary, Family"
s880,Movie,How to Build a Better Boy,Paul Hoen,"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively",United States,"November 12, 2019",2014,TV-G,94 min,"Action-Adventure, Comedy, Science Fiction"
s881,Movie,How to Fish,Jack Kinney,John McLeish,United States,"November 12, 2019",1942,TV-G,7 min,"Animation, Comedy, Family"
s882,Movie,How to Swim,Jack Kinney,,United States,"November 12, 2019",1942,TV-G,8 min,"Animation, Family, Parody"
s883,TV Show,Hulk and the Agents of S.M.A.S.H.,,"Fred Tatasciore, Clancy Brown, Seth Green, Eliza Dushku, Ben Diskin",United States,"November 12, 2019",2012,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s884,Movie,I'll Be Home for Christmas,Arlene Sanford,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby","United States, Canada","November 12, 2019",1998,PG,87 min,"Action-Adventure, Comedy, Coming of Age"
s885,Movie,Ice Age: The Great Egg-Scapade,Ricardo Curtis,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",United States,"November 12, 2019",2016,TV-G,26 min,"Animation, Comedy, Family"
s886,Movie,Ice Princess,Tim Fywell,"Joan Cusack, Kim Cattrall, Michelle Trachtenberg, Hayden Panettiere, Trevor Blumas, Connie Ray","United States, Canada","November 12, 2019",2005,G,99 min,"Coming of Age, Drama, Romance"
s887,Movie,Inner Workings,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",United States,"November 12, 2019",2016,G,6 min,"Animation, Comedy, Family"
s888,Movie,Inside Out,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",United States,"November 12, 2019",2015,PG,95 min,"Animation, Coming of Age, Family"
s889,Movie,Inspector Gadget,David Kellogg,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick",United States,"November 12, 2019",1999,PG,80 min,"Action-Adventure, Comedy, Family"
s890,Movie,Inspector Gadget 2,Alex Zamm,"French Stewart, Elaine Hendrix, Caitlin Wachs, Tony Martin, John Batchelor, Mark Mitchell",United States,"November 12, 2019",2003,G,90 min,"Action-Adventure, Comedy, Family"
s891,Movie,Into the Grand Canyon,Pete McBride,,United States,"November 12, 2019",2019,TV-PG,82 min,"Action-Adventure, Animals & Nature, Documentary"
s892,Movie,Into the Okavango,Neil Gelinas,"Steve Boyes, Dr. Steve Boyes, Chris Boyes, Tumeletso Setlabosha, Gobonamang Kgetho, Adjany Costa","United States, Angola, Botswana, Namibia, South Africa","November 12, 2019",2018,TV-PG,94 min,"Action-Adventure, Animals & Nature, Documentary"
s893,Movie,Invincible,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Michael Rispoli, Kevin Conway, Kirk Acevedo",United States,"November 12, 2019",2006,PG,105 min,"Biographical, Family, Sports"
s894,Movie,Invisible Sister,Paul Hoen,"Rowan Blanchard, Paris Berelc, Karan Brar, Rachel Crow, Alex Désert, Will Meyers",United States,"November 12, 2019",2015,TV-G,79 min,"Comedy, Science Fiction"
s895,TV Show,Iron Man (Series),,"Robert Hays, James Avery, Ed Gilbert, Jim Cummings, Tony Steedman, James Warwick",United States,"November 12, 2019",1994,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s896,TV Show,Iron Man Armored Adventures,,"Adrian Petriw, Daniel Bacon, Anna Cummer, Mackenzie Gray, Vincent Tong","Canada, United States, United Kingdom, France, Luxembourg","November 12, 2019",2008,TV-G,2 Seasons,"Action-Adventure, Animation, Coming of Age"
s897,Movie,Iron Will,Charles Haid,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, Brian Cox, George Gerdes",United States,"November 12, 2019",1994,PG,109 min,"Action-Adventure, Coming of Age, Family"
s898,Movie,Jack,Francis Coppola,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby, Fran Drescher",United States,"November 12, 2019",1996,PG-13,113 min,"Comedy, Coming of Age, Drama"
s899,Movie,Jack-Jack Attack,Brad Bird,"Bret Parker, Bud Luckey, Eli Fucile, Jason Lee",United States,"November 12, 2019",2005,G,6 min,"Animation, Comedy, Family"
s900,Movie,James and the Giant Peach,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss","United Kingdom, United States","November 12, 2019",1996,PG,81 min,"Action-Adventure, Animation, Family"
s901,Movie,Jane,Brett Morgen,Jane Goodall,United States,"November 12, 2019",2017,PG,90 min,"Animals & Nature, Biographical, Documentary"
s902,TV Show,Jessie,,"Debby Ryan, Peyton List, Cameron Boyce, Karan Brar, Skai Jackson, Kevin Chamberlin",United States,"November 12, 2019",2011,TV-PG,4 Seasons,"Comedy, Coming of Age, Family"
s903,Movie,Jingle Pols,,Dr. Pol,,"November 12, 2019",2013,TV-14,45 min,"Animals & Nature, Documentary, Medical"
s904,Movie,Johnny Kapahala: Back on Board,Eric Bross,"Brandon Baker, Robyn Lively, Mary Keller, Yuji Okumoto, Jonathan McDaniel, Andrew Allen",United States,"November 12, 2019",2007,TV-G,93 min,"Coming of Age, Drama, Sports"
s905,Movie,Johnny Tsunami,Steve Boyum,"Cary-Hiroyuki Tagawa, Brandon Baker, Yuji Okumoto, Mary Keller, Lee Young, Kirsten Storms",United States,"November 12, 2019",1999,TV-G,92 min,"Coming of Age, Drama, Sports"
s906,Movie,Jonas Brothers: The Concert Experience,Bruce Hendricks,"Kevin Jonas, Joe Jonas, Nick Jonas, Demi Lovato, Taylor Swift, ""Big Feggans",United States,"November 12, 2019",2009,G,89 min,"Concert Film, Documentary, Music"
s907,Movie,Journey to Shark Eden,,Salvatore Vecchio,United States,"November 12, 2019",2010,TV-G,47 min,"Action-Adventure, Animals & Nature, Documentary"
s908,Movie,Journey to the Center of the Earth,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker, Thayer David, Peter Ronson",United States,"November 12, 2019",1959,G,130 min,"Action-Adventure, Family, Science Fiction"
s909,Movie,Jump In!,Paul Hoen,"Corbin Bleu, David Reivers, Shanica Knowles, Laivan Greene, Kylee Russell, Patrick Johnson Jr.",United States,"November 12, 2019",2007,TV-G,86 min,"Coming of Age, Dance, Sports"
s910,Movie,Jumping Ship,Michael Lange,"Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong","Australia, United States","November 12, 2019",2001,TV-G,93 min,"Action-Adventure, Coming of Age"
s911,Movie,Jungle 2 Jungle,John Pasquin,"Tim Allen, Martin Short, Lolita Davidovich, David Stiers, JoBeth Williams, Sam Huntington","United States, France","November 12, 2019",1997,PG,105 min,"Comedy, Family"
s912,Movie,Jungle Cat,James Algar,Winston Hibler,United States,"November 12, 2019",1960,TV-PG,70 min,"Animals & Nature, Documentary, Family"
s913,Movie,Kazaam,Paul Glaser,"Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson, John Costelloe, Marshall Manesh",United States,"November 12, 2019",1996,PG,94 min,"Action-Adventure, Comedy, Family"
s914,TV Show,Kickin' It,,"Leo Howard, Dylan Snyder, Mateo Arias, Olivia Holt, Alex Jones, Jason Earles",United States,"November 12, 2019",2010,TV-PG,4 Seasons,"Action-Adventure, Comedy, Coming of Age"
s915,Movie,Kim Possible,"Adam Stein, Zach Lipovsky","Sadie Stanley, Sean Giambrone, Ciara Wilson, Taylor Ortega, Connie Ray, Issac Brown",United States,"November 12, 2019",2019,TV-G,88 min,"Action-Adventure, Comedy, Coming of Age"
s916,Movie,Kim Possible Movie: So the Drama,Steve Loter,"Christy Romano, Will Friedle, Nancy Cartwright, Tahj Mowry, Raven , Gary Cole",United States,"November 12, 2019",2005,TV-G,70 min,"Action-Adventure, Animation, Coming of Age"
s917,Movie,Kingdom of the Apes: Battle Lines,,Dan Nachtrab,,"November 12, 2019",2017,TV-PG,44 min,"Animals & Nature, Documentary"
s918,Movie,Kingdom of the Blue Whale,,Tom Selleck,United States,"November 12, 2019",2009,TV-PG,94 min,"Animals & Nature, Documentary, Family"
s919,TV Show,Kingdom of the White Wolf,,Jenny Jules,United States,"November 12, 2019",2019,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries"
s920,Movie,Kitbull,Rosana Sullivan,,United States,"November 12, 2019",2019,PG,9 min,"Animation, Buddy, Comedy"
s921,Movie,Knick Knack Theatrical Short,John Lasseter,,,"November 12, 2019",2003,G,4 min,"Animation, Family, Kids"
s922,Movie,Kronk's New Groove,"Elliot Bour, Saul Blinkoff","Patrick Warburton, Tracey Ullman, Eartha Kitt, David Spade, John Goodman, Wendie Malick",United States,"November 12, 2019",2005,G,78 min,"Animation, Comedy, Coming of Age"
s923,Movie,La Luna,Enrico Casarosa,"Tony Fucile, Krista Sheffler, Phil Sheridan",United States,"November 12, 2019",2012,G,7 min,"Animation, Coming of Age, Family"
s924,TV Show,Lab Rats,,"Billy Unger, Spencer Boldman, Kelli Berglund, Tyrel Williams, Hal Sparks",United States,"November 12, 2019",2011,TV-Y7,4 Seasons,"Action-Adventure, Comedy, Coming of Age"
s925,Movie,Lady and the Tramp,Charlie Bean,"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons",United States,"November 12, 2019",2019,PG,111 min,"Action-Adventure, Comedy, Family"
s926,Movie,Lava,James Murphy,"Kuana Kahele, Napua Greig",United States,"November 12, 2019",2015,G,9 min,"Animation, Family, Musical"
s927,TV Show,LEGO Disney Frozen: Northern Lights (Shorts),,,United States,"November 12, 2019",2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s928,TV Show,LEGO Star Wars: All Stars,,"Jasmin Brown, Josh Peck, Zeno Robinson, Max Mittelman, Matthew Wood",United States,"November 12, 2019",2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s929,TV Show,LEGO Star Wars: All Stars (Shorts),,"Matthew Wood, Yvette Brown, Nicolas Cantu, Carolyn Hennesy, Montse Hernandez, Vanessa Lengies",,"November 12, 2019",2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s930,TV Show,LEGO Star Wars: Droid Tales,,"Tom Kane, Anthony Daniels, Trevor Devall, Kirby Morrow, Sam Vincent, Michael Donovan",United States,"November 12, 2019",2014,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s931,TV Show,LEGO Star Wars: Resistance Rises (Shorts),,,"United States, Denmark","November 12, 2019",2015,TV-Y7-FV,1 Season,"Action-Adventure, Animation, Comedy"
s932,TV Show,LEGO Star Wars: The Freemaker Adventures,,"Matt Sloan, Trevor Devall, Greg Baldwin, Michael Daingerfield, Vanessa Lengies, Grey Griffin",United States,"November 12, 2019",2015,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s933,TV Show,LEGO Star Wars: The Freemaker Adventures (Shorts),,,,"November 12, 2019",2016,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy"
s934,Movie,LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",United States,"November 12, 2019",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy"
s935,Movie,LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent","Denmark, China","November 12, 2019",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy"
s936,Movie,LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",United States,"November 12, 2019",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy"
s937,Movie,LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Sam Vincent, Kelly Metzger",United States,"November 12, 2019",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy"
s938,Movie,LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Brian Drummond, Michael Donovan",United States,"November 12, 2019",2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy"
s939,Movie,Lemonade Mouth,Patricia Riggen,"Bridgit Mendler, Adam Hicks, Hayley Kiyoko, Naomi Scott, Blake Michael, Nick Roux",United States,"November 12, 2019",2011,TV-G,110 min,"Coming of Age, Drama, Music"
s940,Movie,Lend a Paw,Clyde Geronimi,,United States,"November 12, 2019",1941,TV-Y7,8 min,"Animation, Family, Kids"
s941,Movie,Leroy & Stitch,"Roberts Gannaway, Tony Craig","Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson",United States,"November 12, 2019",2006,G,76 min,"Action-Adventure, Animation, Comedy"
s942,Movie,Let it Shine,Paul Hoen,"Tyler Williams, Coco Jones, Trevor Jackson, Brandon Smith, Dawnn Lewis, Alex Désert",United States,"November 12, 2019",2012,TV-G,103 min,"Coming of Age, Drama, Music"
s943,Movie,Life is Ruff,Charles Haid,"Kyle Massey, Kay Panabaker, Mitchel Musso, Carter Jenkins, Mark Lawrence, Judith Moreland",United States,"November 12, 2019",2005,TV-G,85 min,"Animals & Nature, Comedy, Coming of Age"
s944,Movie,Life With Mikey,James Lapine,"Michael Fox, Nathan Lane, Cyndi Lauper, David Krumholtz, David Huddleston, Christina Vidal",United States,"November 12, 2019",1993,PG,92 min,"Buddy, Comedy, Coming of Age"
s945,Movie,Life-Size 2,Steven Tsuchida,"Tyra Banks, Francia Raisa, Gavin Stenhouse, Hank Chen, Alison Fernandez, Shanica Knowles",United States,"November 12, 2019",2018,TV-14,82 min,"Comedy, Coming of Age, Fantasy"
s946,Movie,Lifted,Gary Rydstrom,,United States,"November 12, 2019",2006,G,5 min,"Animation, Comedy, Family"
s947,Movie,Lilo & Stitch,"Christopher Sanders, Dean DeBlois","Daveigh Chase, Christopher Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames",United States,"November 12, 2019",2002,TV-PG,86 min,"Action-Adventure, Animation, Family"
s948,Movie,Lilo & Stitch 2: Stitch Has a Glitch,"Tony Leondis, Michael LaBash","Christopher Sanders, Dakota Fanning, Tia Carrere, David Stiers, Kevin McDonald, Kunewa Mook",United States,"November 12, 2019",2005,PG,70 min,"Animation, Comedy, Dance"
s949,TV Show,Lizzie McGuire,,"Hilary Duff, Lalaine , Adam Lamberg, Jake Thomas, Hallie Todd, Robert Carradine",United States,"November 12, 2019",2000,TV-G,2 Seasons,"Comedy, Coming of Age, Kids"
s950,Movie,Lonesome Ghosts,Burt Gillett,,United States,"November 12, 2019",1937,TV-Y7,9 min,"Animation, Family, Kids"
s951,TV Show,Lost Treasures of the Maya,,Albert Lin,"United States, Guatemala","November 12, 2019",2018,TV-PG,1 Season,"Docuseries, Historical"
s952,Movie,Lou,Dave Mullins,,United States,"November 12, 2019",2017,G,7 min,"Action-Adventure, Animation, Comedy"
s953,Movie,Luck of the Irish,Paul Hoen,"Paul Kiernan, Timothy Omundson, Ryan Merriman, Glenndon Chatman, Henry Gibson, Marita Geraghty",United States,"November 12, 2019",2001,TV-G,86 min,"Comedy, Coming of Age, Fantasy"
s954,Movie,Luxo Jr.,,,United States,"November 12, 2019",1986,G,2 min,"Animation, Comedy, Family"
s955,Movie,Magician Mickey,David Hand,"Pinto Colvig, Walt Disney, Clarence Nash",United States,"November 12, 2019",1937,TV-PG,8 min,"Animation, Comedy, Family"
s956,Movie,Mail Dog,Charles Nichols,,United States,"November 12, 2019",1947,TV-G,7 min,"Animation, Comedy, Family"
s957,Movie,Man Among Cheetahs,,Bob Poole,United States,"November 12, 2019",2017,TV-PG,44 min,"Animals & Nature, Documentary, Family"
s958,Movie,Mars: Inside SpaceX,Julia Reagan,,United States,"November 12, 2019",2018,TV-PG,47 min,Documentary
s959,TV Show,Marvel Comics X-Men,,"Cedric Smith, Catherine Disher, Alyson Court, Chris Potter, George Buza, Iona Morris","United States, Canada","November 12, 2019",1992,TV-Y7,5 Seasons,"Action-Adventure, Animation, Fantasy"
s960,TV Show,Marvel Rising: Initiation (Shorts),,,United States,"November 12, 2019",2017,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s961,Movie,Marvel Rising: Secret Warriors,Alfred Gimeno,"Dee Baker, Chloe Bennet, Kathreen Khavari, Andrew Kishino, Meera Kumbhani, Kamil McFadden",United States,"November 12, 2019",2018,TV-Y7-FV,80 min,"Action-Adventure, Animation, Coming of Age"
s962,Movie,Marvel Studios: Assembling A Universe,,"Jeff McNeil, Meghan Leon, Jason Hillhouse, Robert Downey Jr., Clark Gregg, Jon Favreau",United States,"November 12, 2019",2014,TV-PG,43 min,"Action-Adventure, Documentary, Superhero"
s963,Movie,Marvel Studios: Expanding the Universe,,,,"November 12, 2019",2019,TV-PG,13 min,"Documentary, Family"
s964,Movie,Marvel Studios' Ant-Man,Peyton Reed,"Paul Rudd, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, Tip Harris",United States,"November 12, 2019",2015,PG-13,119 min,"Action-Adventure, Comedy, Science Fiction"
s965,Movie,Marvel Studios' Avengers: Age of Ultron,Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner",United States,"November 12, 2019",2015,PG-13,143 min,"Action-Adventure, Science Fiction, Superhero"
s966,Movie,Marvel Studios' Avengers: Endgame,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner",United States,"November 12, 2019",2019,PG-13,183 min,"Action-Adventure, Fantasy, Science Fiction"
s967,Movie,Marvel Studios' Captain America: Civil War,"Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle",United States,"November 12, 2019",2016,PG-13,150 min,"Action-Adventure, Science Fiction, Superhero"
